// 각 줄에서 겹슬래시 "//" 및 별슬래시 "/*"에 이어지는 텍스트는 모두 주석으로 취급됩니다.
// 번역 파일에 별슬래시를 사용하여 주석을 작성하면 추출 파일에도 가능한 보존됩니다.
// "//*"와 같이 사용하면 겹슬래시로 취급됩니다.
// 
// 이름 추출시 아래와 같은 형태로 기록됩니다.
// 
// 키(원본 이름)->활성 이름
// 
// 키: 각 이름을 참조하는 고유값입니다. 다르거나 잘못 기입하면 번역이 적용되지 않습니다.
// 원본 이름: 키가 가리키는 원래 이름입니다.
// 활성 이름: 추출 시점에서 해당하는 키에 적용된 이름입니다. 이 부분을 수정한 파일을 정해진 경로에 위치시키면 림월드 실행 시 해당 이름으로 번역됩니다.
// 
// 이름은 "이름 [별명] 성" 세트로 구성되거나 단일 낱말입니다.
// 이름의 각 구성 요소 내부의 공백은 반영되나, 양 끝의 공백은 제거됩니다.
// 예를 들어, 별명 부분이 "  슝 좍  " 인 경우 "슝 좍"으로 적용됩니다.
// 
// 추출된 이름은 번역 파일 내에서 활성 이름을 기준으로
// 1. 각 요소가 모두 원본과 다른 이름 (완전히 번역된 이름)
// 2. 이름과 성은 원본과 다르지만 별명만 같은 이름
// 3. 이름이나 성 중 하나라도 원본과 같은 이름
// 순서로 정렬됩니다.
// 
// 번역 파일의 위치는 '모드 폴더/Languages/사용 언어 폴더/Strings/Names' 이며, 파일 이름은 변경되어선 안됩니다.

// 1. [Fully Translated]
60dc9de6(Kyphis [Bard] Talrathian)->카이피스 [바드] 탈라시안
14b31191(Ringo [Rainy] Raines)->링고 [레이니] 레인스
5586efb2(Lilith [Lilith] Haake)->릴리스 [릴리스] 하케
881724e2(Nikki [Haswell] Haswell)->니키 [니키] 하스웰
f28b0251(Arlena [Lena] Komneni)->아를레나 [레나] 콤네니
d080bd6f(Shara [Shay] Khan)->샤라 [셰이] 칸
1b656717(Mellia [Mellia] Fox)->멜리아 [멜리아] 폭스
76549740(Holly [Holler] May)->홀리 [홀러] 메이
38029f51(Karna [Misty] Mithtiel)->카르나 [미스티] 미스티엘
faf36d29(Ashe [Rose] Osiria)->애쉬 [장미] 오시리아
0e1fdd3a(Jasmine [Jazzy] Jamison)->자스민 [재지] 제이미슨
833d30d5(Elizabeth [Ellie] Boggio)->엘리자베스 [엘리] 보지오
83b78021(Mneten [Mneten] Hobrick)->엠네튼 [엠네튼] 호브릭
d1b593e8(Katrina [Trina] Black)->카트리나 [트리나] 블랙
a0496fba(Tyra [Tyra] Nox)->타이라 [타이라] 녹스
6e88eb62(Vahlil [Tsumi] Tsumi)->바흘릴 [츠미] 츠미
64ff85d6(Katharina [Kathi] Aichberger)->카타리나 [카티] 아이히베르거
12b53023(Aria [Rocky] Adler)->아리아 [록키] 아들러
c24daf73(Adie [Adie] Adior)->아디 [아디오르] 아디오르
f744afd3(Naiomi [Aivia] Zhu)->나이오미 [아이비아] 주
c56fccca(Morgynn [Morgan] Padgett)->모르긴 [모건] 파젯
d5781077(Serene [Serenity] Pond)->세린 [세레니티] 폰드
5fd36e4d(Himeko [Kat] Takahashi)->히메코 [캣] 타카하시
31bfe4bd(Amelia [Amy] Rose)->아멜리아 [에이미] 로즈
6851a26c(Amelia [Amelia] Graves)->아멜리아 [아멜리아] 그레이브스
0a75152d(Kayleigh [Snowie] McGrath)->케일리 [스노위] 맥그래스
1462fc00(Claire [Toast] Toaston)->클레어 [토스트] 토스턴
ae0c8764(Jeanette [Jeanette] Shipman)->자네트 [쉽맨] 쉽맨
5df2abd7(Maria [Maria] Rodriguez)->마리아 [로드리게스] 로드리게스
7ab22f17(Naomi [Tamago] Kusuda)->나오미 [타마고] 쿠스다
4c289e66(Charlotte [Alice] Lachamaille)->샬럿 [앨리스] 라샤마일
cb92fe4d(Sylvang [Sylv] Hanaya)->실뱅 [실브] 하나야
e73e21ca(Satoko [Fujita] Fujita)->사토코 [후지타] 후지타
ef7d4128(Wendy [Quiet] McNeill)->웬디 [콰이엇] 맥닐
5561ff93(Woona [Woona] Kerrigan)->우나 [우나] 케리건
5c2d3d5e(Mara [Mara] Aratinga)->마라 [마라] 아라팅가
4d04e95a(Kather [Kather] Chirx)->캐서 [캐서] 치르크스
85b9e0e7(Ashley [Ash] Erjavec)->애슐리 [애쉬] 에르야벡
6da9f91e(Harlow [Lows] Emerson)->할로우 [로우스] 에머슨
867d6c1e(Natalie [Nattie] Davies)->나탈리 [나티] 데이비스
7f95a24f(Claudia [Claudia] Cronly)->클라우디아 [크론리] 크론리
c78cb209(Doreen [Neni] Litke)->도린 [네니] 리트케
0b794858(Logan [Mocha] Hirasawa)->로건 [모카] 히라사와
254cc543(Zoe [Zed] Gherman)->조이 [제드] 게르만
2b37e716(Kaitryn [Doyle] Doyle)->케이트린 [케이트린] 도일
58e6c34b(Sorn [Sorn] Balance)->소른 [소른] 밸런스
d0a052b0(Kathryn [Kat] Paluszak)->캐스린 [캣] 팔루샤크
463765cb(Aji [Ajiko] Sanma)->아지 [아지코] 산마
0f2f88fd(Maria-Vaneza [Tres] Inot)->마리아-바네자 [트레스] 이노트
a6e0e451(Daina [Daina] Allens)->다이나 [알렌스] 알렌스
7d05d519(Gaby [Gaby] Escobar)->가비 [가비] 에스코바르
bad09f19(Cattleya [Cattleya] Ferguson)->카틀레야 [카틀레야] 퍼거슨
d52e7c2e(Seren [Rabbit] Harley)->세렌 [토끼] 할리
103a02e8(Tess [Tess] Silentarrow)->테스 [테스] 사일런트애로우
7b662b7e(Amy [Dougal] Dougal)->에이미 [두갈] 두갈
e723216e(Amal [Ibrahim] Hall)->아말 [이브라힘] 홀
2c9a4e1f(Lexi [Lee-Ranson] Lee-Ranson)->렉시 [렉시] 리-랜슨
03067b12(Aspen [Gezin] Gezin)->아스펜 [게진] 게진
a9a7d7f2(Nina [Yorkie] Huynh)->니나 [요키] 후인
394fbd20(Michaela [Nibbles] Jones)->미카엘라 [니블스] 존스
5e2fb6dc(Ye [Xueye] Yifan)->예 [쉐예] 이판
bff4065d(Rosalyn [Rozzie] Rivera)->로잘린 [로지] 리베라
81d0f2c1(Vivian [Vivi] Esbi)->비비안 [비비] 에스비
eee16155(Susanne [Catlady] Bogen)->수잔느 [캣레이디] 보겐
14ca3e06(Synkka [Lynne] Lynne)->신카 [신카] 린
2194310d(Serishi [Shiro] Kaguya)->세리시 [시로] 카구야
088f1a87(Cheryl [Reid] Reid)->셰릴 [셰릴] 리드
359972a8(Miray [Miray] Levent)->미레이 [미레이] 레벤트
1cb63cd6(Rosy [Frith] Frith)->로지 [프리스] 프리스
7f727108(Maya [Ace] Portugas)->마야 [에이스] 포르투가스
8f93bb32(Alanora [Vex] Vexus)->알라노라 [벡스] 벡서스
e344c7b8(Sydney [Syd] Barber)->시드니 [시드] 바버
494e2078(Audrey [Audrey] Bielski)->오드리 [오드리] 비엘스키
51f9409a(Lilly [Lilly] Smith)->릴리 [릴리] 스미스
805ca9f4(Jane [Jane] Koornneef)->제인 [제인] 코르네이프
d2ae5590(Aldamert [Ash] Elwynth)->알다메르트 [애쉬] 엘윈스
58ecbb83(Courtney [Courtanne] Gierling)->코트니 [코트앤] 기어링
d2ad18e8(Charline [Char] Marsolia)->샤를린 [샤르] 마르솔리아
485d5b27(Alexandra [Pixie] Winter)->알렉산드라 [픽시] 윈터
d7615540(Vicky [Vick] Wetherell)->비키 [빅] 웨더렐
bd4f8595(Maia [Dodd] Dodd)->마이아 [도드] 도드
05cc75ad(Daimao [Daimao] Li)->다이마오 [다이마오] 리
d5b31490(Merle [Noodle] Loveless)->메를 [누들] 러브리스
bacfff28(Sylvia [Lollipop] Pegg)->실비아 [롤리팝] 페그
08fcb920(Yvela [Yvela] Silvari)->이벨라 [이벨라] 실바리
77020f1f(Alexandria [Iris] Fontana)->알렉산드리아 [아이리스] 폰타나
02fdabbf(Tammy [Truckstop] Texarkana)->태미 [트럭스탑] 텍사카나
ef8b9367(Connie [Pixie] Stix)->코니 [픽시] 스틱스
3c725e44(Carolin [Caro] Pforte)->카롤린 [카로] 포르테
cd15ac02(Alva [Star] Brooks)->알바 [스타] 브룩스
71f6f44e(Mingus [Khan] Khan)->밍거스 [밍거스] 칸
f4d7f739(Anna [Elf] Toothless)->안나 [엘프] 투슬리스
d82566fd(Faela [Fey] Is'rotta)->파엘라 [페이' 이스] 로타
f55233ad(Christina [Kitten] Dotson)->크리스티나 [키튼] 닷슨
1ed81007(Havalina [Havalina] Ligatoux)->하발리나 [하발리나] 리가투
b4ba7f97(Sammy [Sunshine] Mitchell)->새미 [선샤인] 미첼
2ffc01fb(Sota [Lucky] Finch)->소타 [럭키] 핀치
f360bff6(Abbie [Abbie] Al Kandari)->애비 [애비] 알 칸다리
ed879f14(Eleanor [Ele] Wynter)->엘리노어 [엘] 윈터
d07039e7(Vierra [Vie] Venusia)->비에라 [비에] 베누시아
433a095f(Beryl [Bear] Schaeffer)->베릴 [베어] 셰이퍼
dcc92bbe(Cassandra [Cassie] Ronan)->카산드라 [캐시] 로난
a7d81a16(Elizabeth [Finch] Finch)->엘리자베스 [핀치] 핀치
e166b0e5(Angelica [Meach] Meach)->안젤리카 [미치] 미치
de60ca57(Sienna [Sausage] Namohala)->시에나 [소시지] 나모할라
f4112b20(Tyche [Tyche] O'Connor)->티케 [티케' 오] 코너
ff44bf49(Jhanna [Jhannyok] Ablova)->잔나 [잔니오크] 아블로바
bf5450fc(Cirkeline [Cirkeline] Ydun DiBiaso)->시르켈리네 [시르켈리네] 이둔 디비아소
08b3e149(Athena [Athena] Myra)->아테나 [마이라] 마이라
ed054fbd(Ren [Ren-ben] Benvood)->렌 [렌-벤] 벤부드
cde86b87(Yuntian [Yun] Li)->윈톈 [윈] 리
64a07195(Sidney [Sidney] Strode)->시드니 [시드니] 스트로드
6de14fbc(Xindong [Foxnox] Peng)->신둥 [폭스녹스] 펑
c2fe706b(Kayla [Kern] Kern)->카일라 [컨] 컨
01f39de0(Katie [Soldink] Soldink)->케이티 [솔딩크] 솔딩크
9bdaeddb(Valentina [Levia] Chow)->발렌티나 [레비아] 초
0901fb32(Katevie [Kitkat] Rain)->케이트비 [킷캣] 레인
a6c5be5b(Kitsune [Kiyomi] Kuzunoha)->키츠네 [키요미] 쿠즈노하
cb320956(Valentina [Daisy] Rivera)->발렌티나 [데이지] 리베라
d6b00043(Amber [Kelren] Kelren)->엠버 [엠버] 켈렌
b39e7d74(Lefia [Lefia] Mianna)->레피아 [레피아] 미안나
659d2e2c(Valeriya [Valeriya] Svirenko)->발레리야 [발레리야] 스비렌코
8e1e6ea9(Rachael [Rae] Logan)->레이첼 [레이] 로건
e016ed51(Hasune [Mirai] Mirai)->하스네 [미라이] 미라이
cf9237ce(Paola [Pao] Falcon)->파올라 [파오] 팔콘
2e19162b(Annfia [Annfia] Thompson)->안피아 [톰슨] 톰슨
3f50dacb(Diamond [Dia] Ragno)->다이아몬드 [디아] 라뇨
bde42a7d(Chiyo [Chi] Poko)->치요 [치] 포코
c4d8d218(Wu [Qi] Qi)->우 [치] 치
9019ff1f(Vorsa [Squire] Greymoore)->보르사 [스콰이어] 그레이무어
ad2500c8(Sigfier [Sigfier] Loslant)->시그피어 [시그피어] 로슬란트
add32c6a(Qiuxiaoye [Qiuxiaoye] Qiu)->추샤오예 [추샤오예] 추
4fa16b2b(Hazel [Hazel] Weatherbee)->헤이즐 [헤이즐] 웨더비
be4e4a6a(Izumi [Izumi] Hoshino)->이즈미 [이즈미] 호시노
ea285ba0(Kairi [Kairi] Eagleson)->카이리 [카이리] 이글슨
4e8b9413(Esca [Shooby] Bowmer)->에스카 [슈비] 보우머
ce4ac689(Reuquar [Roo] Alderwood)->르쿠아르 [루] 알더우드
eff9a944(Monika [Monia] Jedrzejewska)->모니카 [모니아] 예제예프스카
cb989edd(Vivian [Viv] Florence)->비비안 [비브] 플로렌스
258401f3(Aesu [Aesu] Mavrick)->에이수 [에이수] 매브릭
a9b092f1(Elisa [Elisa] Bailao)->엘리사 [바일라오] 바일라오
c8214fd5(Valkyrie [Val] Bikuta)->발키리 [발] 비쿠타
492cbcde(Kwon [Alyac] Hyo)->권 [알약] 효
50ba6971(Astaria [Asti] Falli)->아스타리아 [아스티] 팔리
c659ab86(Sophia [Sophie] Cotton)->소피아 [소피] 코튼
e07a63ee(Azalia [Azalia] Desmet)->아잘리아 [아잘리아] 데스멧
88cf3b2a(Gamze [Ozkan] Ozkan)->감제 [감제] 오즈칸
b33ee999(Jessie [Jess] Reid)->제시 [제스] 리드
66b1f70b(Nan [Monika] Zhuoer)->난 [모니카] 줘얼
45bfd838(Elspeth [El] Dykstra)->엘스페스 [엘] 딕스트라
1d67eb3a(Frieda [Frieda] Stephans)->프리다 [프리다] 슈테판스
3a2ffc59(Jemma [Frosty] Frost)->젬마 [프로스티] 프로스트
2e6d6b7c(Aeryn [Ryn] Zuhro)->에린 [린] 주로
2a6ab1dc(Maricia [Rietje] Maria-Helena)->마리시아 [리트예] 마리아-헬레나
5519f2a9(Lancelia [Lancy] Arnold)->랜셀리아 [랜시] 아놀드
bdd3679c(Brynnly [Brynn] Finnegan)->브린리 [브린] 피네건
42f2d815(Elizabeth [Lizzie] Fox)->엘리자베스 [리지] 폭스
918961d1(Arc [Arc] Sanchez)->아크 [아크] 산체스
82e48d39(Bethany [Beffy] Taylor)->베서니 [베피] 테일러
3e34d587(Amaryllis [Sappho] Sappho)->아마릴리스 [사포] 사포
963bcdc5(Sheena [Sheenz] Kenny)->쉬나 [쉰즈] 케니
2b47387d(Crystal [Crystal] Whitis)->크리스탈 [크리스탈] 화이티스
6275694c(Steven [Stevie] Just)->스티븐 [스티비] 저스트
d2a91669(Wyn [Wyn] Syrel)->윈 [윈] 사이렐
d9149b86(Alisa [Omela] Omela)->알리사 [알리사] 오멜라
266cd3b5(Roxanne [Roxie] Belmont)->록산느 [록시] 벨몬트
a012def8(Serika [Serika] Onoe)->세리카 [세리카] 오노에
b387785e(Lori [Mouse] Wood)->로리 [마우스] 우드
03b7a741(Lucia [Lucia] Gomer)->루시아 [루시아] 고머
1211c412(Ridash [War] Dar)->리다쉬 [워] 다르
a9b02d7a(Veronica [Scarlett] Kopecki)->베로니카 [스칼렛] 코페츠키
b7277ec3(Esther [Essie] White)->에스테르 [에시] 화이트
65c501c2(Camilla [Suski] Macaulay)->카밀라 [수스키] 맥컬리
da577e7c(Eve [Wild] Hill)->이브 [와일드] 힐
d8f6a762(Alisa [Foxy] Avkhimovich)->알리사 [폭시] 아브키모비치
3e7f58cf(Jasmin [Jasmin] Johandulc)->자스민 [요한둘츠] 요한둘츠
83158692(Cynia [Celanial] Celanial)->시니아 [셀라니알] 셀라니알
80d92818(Abigail [Abigail] Daixue)->애비게일 [애비게일] 다이쉐
45555ca5(Nila [Nila] Reyan)->닐라 [닐라] 레이안
8571b03a(Elyiain [Elyiain] Steele)->엘리아인 [엘리아인] 스틸
9cab7685(Asahi [SakuraKouji] SakuraKouji)->아사히 [사쿠라코우지] 사쿠라코우지
f4bb7fad(Hanisha [Nisha] Monhi)->하니샤 [니샤] 몬히
591ae25e(Tsukira [Tsukira] Yukiko)->츠키라 [유키코] 유키코
c299d282(Dunja [Dunja] Gross)->두니아 [두니아] 그로스
7244cf2e(Ruby [Rat] Grace)->루비 [쥐] 그레이스
37a422af(Jessica [Jess] Cadwell)->제시카 [제스] 캐드웰
8db2806b(Emily [Story] Carroll)->에밀리 [스토리] 캐럴
85dd6898(Lleywnn [Lleywnn] Lovelace)->릴레윈 [릴레윈] 러브레이스
e1291935(Veronica [Vero] Sells)->베로니카 [베로] 셀스
add13eea(Marissa [Riss] Lindner)->마리사 [리스] 린드너
4536d65d(Roxanne [Roxy] Fox)->록산느 [록시] 폭스
52494dfb(Chara [Somtaaw] Somtaaw)->차라 [차라] 솜타우
3f6fc5ff(Gwen [Gwendigo] Ford)->그웬 [그웬디고] 포드
1f9d44f8(Alison [Ali] Blue)->앨리슨 [알리] 블루
0a2c6cc1(April [April] Girouard)->에이프릴 [에이프릴] 지루아르
ed715a7d(Nicole [Jupiter] Foster)->니콜 [주피터] 포스터
f3da45e7(Mirvanna [Deer] Sunari)->미르바나 [사슴] 수나리
169ec9db(Leah [LeeLou] Sadula)->레아 [리루] 사둘라
de49bb72(Maria [Puppy] Neri)->마리아 [퍼피] 네리
0240c551(Jensyn [Eubank] Eubank)->젠신 [젠신] 유뱅크
dc12575c(Gaiia [Gaiia] Le Maitre)->가이아 [르 메트르] 르 메트르
04e2a22e(Roggerolla [Wintan] Wintan)->로제롤라 [윈탄] 윈탄
2ee7d8df(Bella [Bella] Ward)->벨라 [벨라] 워드
3f7d0ccc(Caitlyn [Caitlyn] Aveed)->케이틀린 [케이틀린] 아비드
c46d5a1f(Aster [Indigo] Rodgette)->아스터 [인디고] 로제트
1fbc0d27(Sophie [Soph] Aldro)->소피 [소프] 알드로
a5750660(Julia [Helbig] Helbig)->줄리아 [헬빅] 헬빅
62f05ff8(Sylvie [Aiglamene] Aiglamene)->실비에 [아이글라메네] 아이글라메네
356cc2d4(Emma [Emma] Adams)->엠마 [아담스] 아담스
7b529c8f(Abigail [Abby] Starr)->애비게일 [애비] 스타
fb61c739(Erri [Erri] Shizumi)->에리 [에리] 시즈미
c159529c(Melana [Mel] Nighthawk)->멜라나 [멜] 나이트호크
40c0f8c8(Lissandra [Lissandra] Frost)->리산드라 [리산드라] 프로스트
80d912db(Ulana [Ulana] Narina)->울라나 [울라나] 나리나
3b2f899c(Natalie [Nat] Quinn)->나탈리 [나트] 퀸
a13e68ff(Bianca [Bee] McElderry)->비앙카 [비] 맥엘더리
28b5c67d(Dominique [Peterson] Peterson)->도미니크 [피터슨] 피터슨
fee1b65a(Kathrina [Kath] Gregorio)->카트리나 [카트] 그레고리오
4fa41090(Steph [Spook] Gilgamesh)->스테프 [스푸크] 길가메시
d0574539(Déborah [Aes] Doré)->데보라 [에스] 도레
1854bb24(Gaia [Elektra] Renemann)->가이아 [엘렉트라] 레네만
64103dae(Willow [Shade] Blackburn)->윌로우 [셰이드] 블랙번
71bc374a(Angela [Angii] Derr)->안젤라 [안지] 데어
7ae54aba(Devium [Inalas] Inalas)->데비움 [데비움] 이나라스
931d54bd(Trisha [Elvee] Miller)->트리샤 [엘비] 밀러
bd3645ab(Caroline [Caroline] Walsh)->캐롤라인 [캐롤라인] 월시
961efa92(Yuko [Foxy] de Vos)->유코 [폭시] 더 폭스
35d36340(Devon [Crabby] Grey)->데본 [크래비] 그레이
3c45ff91(Susan [Sooze] Crawford)->수잔 [수즈] 크로포드
0a856c7e(Mayrén [Velvet] Castillo)->메이렌 [벨벳] 카스티요
b44f0a4a(Elana [Elana] Rama)->엘라나 [엘라나] 라마
d96d8f69(Alioshia [Alioshia] Cibnasylo)->알리오시아 [알리오시아] 시브나실로
64818b4b(Natasha [Sasha] Perricelli)->나타샤 [사샤] 페리첼리
19c04405(Varashee [Vara] Del'Armgo)->바라시 [바라' 델] 아름고
936364f0(Alaeri [Ala] Noir)->아라에리 [아라] 느와르
9380f8d3(Erryn [Dragon] Smith)->에린 [드래곤] 스미스
39f6b50e(Olha [Ola] Demchenko)->올하 [올라] 뎀첸코
1859283c(Alyssa [Aly] Striker)->알리사 [알리] 스트라이커
f4131f7b(Bella [Zwetschke] Wolf)->벨라 [츠베치케] 울프
fa53d825(Maple [Sierrap] Doyle)->메이플 [시에랍] 도일
39e1b0f0(Kayla [Kimi] Potatoes)->카일라 [키미] 포테이토스
2a529073(Aki [Ko Yasi] Tagawa)->아키 [코 야시] 타가와
60bb37ea(Sian [Kitsune] Steen)->시안 [키츠네] 스틴
48378511(Angeleena [Angeleena] Zacho)->안젤리나 [자코] 자코
2d6da7e3(Harriet [Harri] Pring)->해리엇 [해리] 프링
834d9be2(Evirae [Evie] Rath)->에비레 [에비] 라스
8cc00ba0(Mikaia [Mika] Lapointe)->미카이아 [미카] 라푸앙트
5906976b(Sarah [Sarah] Stillman)->사라 [스틸만] 스틸만
f9983c34(Victoria [Victoria] Christenson)->빅토리아 [크리스텐슨] 크리스텐슨
130bebae(Astoria [Thistle] Ziema)->아스토리아 [시슬] 지에마
95bf8bdf(Rebecca [Becks] Fancy)->레베카 [벡스] 팬시
22693158(Maryna [Maryna] Lomakina)->마리나 [마리나] 로마키나
a8fffa15(Brooke [Brookie] Stone)->브룩 [브루키] 스톤
799f43c2(Penelope [Noodles] Lallo)->페넬로페 [누들스] 랄로
f2a81b2c(Eve [Embers] Embers)->이브 [엠버스] 엠버스
2446b538(Ripley [Vance] Vance)->리플리 [밴스] 밴스
b9e18ca5(Nuime [Lock] Lamora)->누이메 [록] 라모라
45cc9c18(Alarice [Zee] Zeevina)->알라리스 [지] 지비나
2f214cdf(Diana [Diana] Prince)->다이애나 [프린스] 프린스
286e9a84(Maive [Maive] Sulg)->마이베 [마이베] 술그
e2a151a4(Choi [Shady] Flan)->최 [셰이디] 플랑
4ba3ef53(Luna [Luna] Koch)->루나 [코흐] 코흐
6bf37ceb(Tiarnara [Tia] Lulamoon)->티아르나라 [티아] 룰라문
fafdfe04(Ixia [Chantelise] Chantelise)->익시아 [익시아] 샹텔리즈
039a34d0(Lyn [Lyra] Fitzgerald)->린 [라이라] 피츠제럴드
8aad6f29(Wioleta [Vix] Vi)->비올레타 [빅스] 비
8d45085c(Allison [Alice] Cyr)->앨리슨 [앨리스] 시르
903f41e6(Emlyn [Skuld] West)->엠린 [스쿨드] 웨스트
04789a65(Nagehan [Nagis] Odabas)->나게한 [나기스] 오다바스
0af0ed07(Nochin [Noche] Sicart)->노친 [노체] 시카트
e45e2f16(Jessica [Desselle] Howell)->제시카 [데셀] 하웰
b747a8e4(Denise [Dyna] Jonie)->데니스 [다이나] 조니
aca4a6bf(Cordelia [Corgie] Voyde)->코델리아 [코기] 보이드
3984d168(Zixin [Xiner] Zhou)->쯔신 [신얼] 저우
f046316b(Melody [Mel] Melstrome)->멜로디 [멜] 멜스트롬
d7013cb3(Shy [Shy] Lupa)->샤이 [루파] 루파
4b270507(Yukana [Kiyu] Kitoro)->유카나 [키유] 키토로
78d71552(Miareli [Mia] Cadwell)->미아렐리 [미아] 캐드웰
cb61e109(Lara [Lara] Mathews)->라라 [매튜스] 매튜스
b1307d46(Annah [Annah] Groen)->안나 [그로엔] 그로엔
e3e69d0e(Theodora [Theo] Archal)->테오도라 [테오] 아르샬
ac70fb0e(Sofia [Sof] Thing)->소피아 [소프] 씽
5c5dcbd1(Rynne [Rynne] Lu)->린네 [린네] 루
ae7c0492(Wiktoria [Nikita] Kwiatkowska)->빅토리아 [니키타] 크비아트코프스카
90b8fc6c(Aysu-Ece [Yukie] Ozkan)->아이수-에제 [유키에] 오즈칸
f70b5561(Vivian [Holder] Holder)->비비안 [홀더] 홀더
21ca65e6(Emily [Penny] Tennpenny)->에밀리 [페니] 텐페니
cf6be9b7(Anael [Nana] Pineiro)->아나엘 [나나] 피네이로
5e45171a(Candace [Doughnut] Anderson)->캔디스 [도넛] 앤더슨
3f247e54(Riana [Shyly] Jarkbelt)->리아나 [샤이리] 자크벨트
781d0044(Christina [Tina] Ly)->크리스티나 [티나] 라이
2965022e(Lunadea [Tsuki] Tsuki)->루나디아 [츠키] 츠키
e8ea70b3(Holly [Holly] Roberds)->홀리 [홀리] 로버즈
1ba99495(Anne [Erys] Rose)->앤 [에리스] 로즈
8fcb40fe(Katya [Chernova] Kropotkina)->카티야 [체르노바] 크로포트키나
bbdddccd(Angharad [Hari] O'Connor)->앙가라드 [하리' 오] 코너
873da1b7(Jessica [Jesse] Hooten)->제시카 [제시] 후튼
ed7e1256(Sandra [Sunny] Williams)->산드라 [써니] 윌리엄스
3efc13c3(Marina [Mimi] Hinds)->마리나 [미미] 하인즈
2a7360de(Christina [Christy] Wogelius)->크리스티나 [크리스티] 보겔리우스
97c03a27(Karoa [Setanta] Setanta)->카로아 [카로아] 세탄타
21741b12(Clara [Kaftspain] Flyfire)->클라라 [카프트스페인] 플라이파이어
35f8a2a5(Freya [Dunn] Dunn)->프레야 [던] 던
2e8f86b9(Chitose [Chitose] Kan)->치토세 [치토세] 칸
d39f5323(Adelaide [Addie] Riggle)->아델라이데 [아디] 리글
e9d11833(Kieri [Kieri] Sovara)->키에리 [소바라] 소바라
1b42c0be(Alexandra [Alex] Garamy)->알렉산드라 [알렉스] 가라미
acd010af(Kira [Kira] Darvulia)->키라 [다르불리아] 다르불리아
75f74f11(Natascha [Tascha] Cottontail)->나타샤 [타샤] 코튼테일
050fceb9(Nayada [Nada] Deschein)->나야다 [나다] 데샤인
3cd898ad(April [April] Monoceros)->에이프릴 [에이프릴] 모노세로스
8cb65f15(Danielle [Dani] Benard)->다니엘 [다니] 베나르
17bef09f(Elise [Ellie] Darkwing)->엘리제 [엘리] 다크윙
4c5f520d(Aspen [Aspen] Bolson)->아스펜 [아스펜] 볼슨
f5639ee1(Amelia [Plinkey] Dresden)->아멜리아 [플링키] 드레스덴
3e10f52b(Sami-Lee [Sami] Grocott)->사미-리 [사미] 그로콧
57ab9ed1(Leslie [Howard] Howard)->레슬리 [하워드] 하워드
bf0b1da5(Megan [Martinho] Martinho)->메간 [마르티뉴] 마르티뉴
19522907(Rayna [Ray] Akers)->레이나 [레이] 에이커스
aad02b81(Scarlet [Scarlet] Montgomery)->스칼렛 [스칼렛] 몽고메리
c5916eba(Brooke [Stehn] Stehn)->브룩 [브룩] 스텐
0aa0255d(Maryssa [Mars] Finn)->마리사 [마르스] 핀
5f4dace9(Elizabeth [Elizabeth] Matthews)->엘리자베스 [매튜스] 매튜스
5be9cbbf(Clara Mar [Clara] Tirado)->클라라 마르 [클라라] 티라도
40f0d4f7(Lusamine [Virtual] Estacio)->루자미네 [버츄얼] 에스타시오
aa8e9d31(Hoto [Cocoa] Cocoa)->호토 [코코아] 코코아
37ad502c(Elise [Elise] Starett)->엘리제 [엘리제] 스타렛
307d621e(Nicole [Nicole] Vandervoort)->니콜 [니콜] 반더보르트
43950bed(Akemi [Tala] Warai)->아케미 [탈라] 와라이
8900d9de(Marceline [Marceline] Sorensen)->마르셀린 [마르셀린] 소렌센
e376a480(Brynn [Brynn] Westra)->브린 [브린] 웨스트라
034ac825(Elisa [Ess] Esper)->엘리사 [에스] 에스퍼
c7148dec(Camilla [Cammy] Pierce)->카밀라 [캐미] 피어스
98db8efc(Kyra [Pounce] Porter)->키라 [파운스] 포터
cb0d325d(Jennie [Volz] Volz)->제니 [제니] 폴츠
8a890205(Ronja [Ronja] Schwarz)->로냐 [로냐] 슈바르츠
2d0d3234(Dayna [Schmidt] Schmidt)->데이나 [데이나] 슈미트
205f9359(Victoria [Fair] Folds)->빅토리아 [페어] 폴즈
0f3c2e05(Tsubaki [Tsu] Ichibara)->츠바키 [츠] 이치바라
947b0f09(Aspen [Callie] Melina)->아스펜 [캘리] 멜리나
bf79f6f7(Helen [Francis] Holman)->헬렌 [프랜시스] 홀먼
4a9121ef(Tatiana [Tanya] Jernigan)->타티아나 [타냐] 저니건
9e5723fe(Vivian [Malnove] Malnove)->비비안 [말노베] 말노베
e77652e2(Kaia [Kaia] Calaway)->카이아 [카이아] 카라웨이
8f5aa0bf(Michelle [Sanchez] Sanchez)->미셸 [산체스] 산체스
8e726c1e(Melissa [Squish] Moreno)->멜리사 [스퀴시] 모레노
9383c50c(Jen [JMan] Manning)->젠 [J맨] 매닝
e4c5e299(Melis [Melis] Aydin)->멜리스 [멜리스] 아이딘
739a9ba6(Laucianna [Lauci] Hanali)->라우시아나 [라우시] 하날리
7e8ed0e6(Danielle [Dani] Blackburn)->다니엘 [다니] 블랙번
caa79134(Christina [Nina] Rietz)->크리스티나 [니나] 리츠
